1 29 3.067508748593944 750.0169108104877 573.4215345481945 1121.497665486288 876.0107817657267 1.615405797958374 2.2149407863616943 4.523248195648193 7.603251298522132 0.2335841336972156 -1.0549060614229453 0.04337195307016373 [795, 558] [1062, 559] [1061, 753] [795, 753] [690, 583] [1182, 585] [1180, 940] [689, 943]
1 31 3.561135107585489 1295.6212384366288 602.9989397355886 1766.0161023406422 870.1275692512261 1.5186728079416651 2.104976970218756 4.569127957061207 7.193219901862389 -3.5896225612576296 -1.202886830493767 0.04332774467752603 [1279, 589] [1540, 595] [1537, 786] [1275, 781] [1616, 626] [2116, 636] [2111, 1005] [1610, 1000]
1 32 2.6039377604599103 106.04916066265497 565.4276141128474 597.0228477615478 911.331214744116 1.712150123982994 2.1236619208025185 4.498645152128859 6.351740537639716 3.4926721920205654 -1.0021360569125681 0.03490658503988688 [332, 554] [626, 556] [623, 791] [329, 791] [-313, 548] [301, 551] [294, 1039] [-325, 1041]
1 33 3.341911644135201 1137.216822039955 567.7050228130425 1368.4398254873213 713.0916209054018 1.6760526650477003 2.125413731950142 4.6 13.741842750874126 -3.205274604220517 -1.2438048823784613 0.028833205554222002 [1125, 562] [1282, 564] [1281, 689] [1124, 687] [1201, 567] [1421, 570] [1420, 745] [1199, 742]
1 34 2.871567436766809 528.237150331653 557.8161721336978 771.870389042594 728.9326145551347 1.8499767886696075 2.1620488218201532 4.6 12.883940679243233 3.4453266594961 -1.0958815795474972 0.008726646259971648 [615, 546] [784, 546] [783, 691] [614, 690] [467, 539] [708, 540] [706, 748] [464, 746]
1 35 3.2751844247519535 1085.169929984613 570.5353078813455 1214.1092265524983 658.9560327971515 1.4998925364709235 2.1109863249074676 4.6 21.42075093477641 -3.247964644954406 -1.501052212161097 0.01688901366792399 [1079, 569] [1185, 570] [1184, 645] [1078, 645] [1109, 574] [1241, 575] [1241, 668] [1109, 668]
1 36 2.9597909472868427 722.5020780019314 573.1604389047417 848.3041766120448 658.0685233775362 1.4998925364709235 2.1109863249074676 4.6 21.93892053571804 3.6383696276675983 -1.4894473767617356 0.01745661597526588 [739, 567] [842, 568] [842, 641] [738, 641] [689, 569] [817, 570] [816, 660] [688, 660]
1 37 3.1221242358856127 904.3647158866962 560.9950467716903 1013.6855601821336 642.3651332886254 1.6831032635108842 2.1620488218201532 4.501494793433892 23.01140635920138 0.24719277529348554 -1.465397096059166 0.008726646259971648 [907, 561] [1009, 561] [1009, 641] [907, 640] [895, 561] [1019, 562] [1019, 658] [895, 658]
1 38 3.2240742950293515 1069.251322178333 566.6437844780344 1159.2406470532055 633.8111273295341 1.4998925364709235 2.1109863249074676 4.6 28.67626525185524 -3.365849559294862 -1.680716305266566 0.03435781863439589 [1057, 566] [1138, 568] [1137, 626] [1056, 624] [1079, 569] [1174, 571] [1173, 639] [1078, 637]
1 40 3.179271868064424 1038.2075737587138 556.8474567415095 1107.433290856523 618.9462153643659 1.7329342938239063 2.1109863249074676 4.507259303405364 34.62969069213923 -2.971097386671191 -1.8041687571939713 0.04790743901043768 [1030, 561] [1097, 563] [1097, 618] [1029, 618] [1046, 561] [1123, 562] [1122, 626] [1045, 625]
