1 29 3.2495909231256204 942.5144876325305 501.7881388428122 1037.0847701572573 577.451696878968 1.6827452515588448 2.2149407863616943 4.523248195648193 26.802779410631516 -0.5206453880685028 -0.13621606501245215 -0.08857566005890347 [954, 496] [1045, 494] [1046, 563] [956, 565] [932, 502] [1039, 500] [1041, 582] [934, 583]
1 36 3.1784634729443213 803.5858109049176 512.1405312134314 914.8243826124066 583.4198801124397 1.4998925364709235 2.1109863249074676 4.6 26.455008317243287 2.4056638195161115 -0.28730440795671713 -0.12755556487181582 [840, 504] [926, 504] [926, 567] [841, 565] [787, 512] [889, 513] [889, 587] [788, 585]
1 34 2.139873748997976 0 538.6946850373433 350.7332190989446 1080.0 1.8499767886696075 2.1620488218201532 4.6 2.045062745406538 3.3075903161524196 -0.7837593106849253 -0.015315048970057874 [-199, 483] [373, 493] [366, 995] [-204, 978]
1 41 3.164910742100194 937.7793461836479 478.83064052194845 993.2285019458742 526.9225510005888 1.7329342938239063 2.1109863249074676 4.507259303405364 44.03874212573364 0.17374695418238034 0.8226712911999019 -0.027263388587445557 [941, 483] [995, 483] [995, 527] [941, 527] [934, 484] [995, 484] [994, 534] [934, 534]
1 85 -1.0417132210482742 -1 -1 -1 -1 1.7327142796684367 2.2005753338240392 4.503224263118411 5.291275778130054 9.650907468502274 -0.9179050580322802 3.114021401844631 [-2326, 555] [-3050, 554] [-2977, 1185] [-2264, 1204] [-360, 522] [-684, 522] [-672, 788] [-349, 791]
1 87 -0.47143263204499486 276.5983052757582 535.4487919920718 484.2672129715992 635.9278968139364 1.5 2.2005753338240392 4.503224263118411 16.67836955017182 9.669785065469405 -0.7675969846825914 3.0876061306228864 [254, 533] [82, 534] [87, 656] [258, 656] [439, 522] [306, 523] [309, 616] [442, 616]
1 88 -0.073577842675626 651.4882464721464 499.9279767932667 747.0109106056709 558.7089304114014 1.7686399842870226 2.1109863249074676 4.6 33.98745717531855 7.628275953203993 0.1664487816078314 2.9943854625317763 [710, 491] [635, 492] [636, 558] [711, 558] [765, 490] [698, 491] [700, 549] [766, 549]
1 89 -0.14261524407982867 575.6305705165141 505.334505756726 673.1209522317513 557.3567559658359 1.4966851721157868 2.1109863249074676 4.6 36.88772124396695 10.994515568553062 0.16668390107654582 2.9945378098208364 [616, 498] [548, 500] [550, 550] [617, 550] [678, 497] [617, 498] [618, 543] [679, 543]
1 90 0.04063150161400386 813.603828235753 486.5581515780454 881.7106644137982 526.6191668623674 1.6467292064171584 2.1109863249074676 4.527336461004178 48.73780751161628 5.216450152640741 0.9990604753523297 2.9943361924896763 [855, 484] [803, 485] [804, 527] [856, 526] [881, 483] [833, 484] [834, 522] [882, 522]
1 91 0.007377586621193671 748.8790191565388 482.8270051708613 819.6674009758179 521.3384715241775 1.6467292064171584 2.1109863249074676 4.527336461004178 50.30844989393553 7.959531592291129 1.0503070569809962 2.9773011165494268 [790, 484] [740, 485] [741, 525] [791, 525] [822, 483] [776, 484] [777, 521] [823, 521]
1 92 -0.193063535089665 423.731946999957 515.5472619846008 510.8063351806919 552.3729712788102 1.4966851721157868 2.1109863249074676 4.6 42.55603195977765 19.978597827531335 -0.04501172697468614 2.8957330098605243 [394, 508] [342, 509] [343, 552] [395, 552] [481, 506] [433, 506] [434, 546] [482, 545]
1 37 3.2021686692112437 1014.7331927733348 490.4076757221072 1075.4149377125661 539.8370377005047 1.6831032635108842 2.1620488218201532 4.501494793433892 38.016446141734484 -2.557441034873838 0.7321298561219048 0.00659474391025367 [1014, 478] [1078, 477] [1079, 527] [1015, 528] [1020, 484] [1092, 482] [1093, 538] [1021, 540]
1 101 -0.4373009624394576 92.94212265200997 534.464302504742 214.9189297483003 597.1743801829589 1.697996486447091 2.2005753338240392 4.503224263118411 27.17555543968278 24.04341188284005 -0.6248232752657398 2.8545714205221793 [-157, 516] [-226, 520] [-219, 599] [-150, 597] [60, 510] [-4, 514] [1, 581] [65, 579]
5 114 4.712424228230068 -1 -1 -1 -1 0.9360538258972415 0.9328370931714999 0.14694724698128095 4.3054087898222475 6.879567718638288 1.1498108580834774 -2.5824352006115543 [-686, 111] [-1098, 60] [-1172, 305] [-733, 332] [-662, 131] [-1059, 84] [-1129, 322] [-707, 347]
5 115 5.763329098102301 441.9080426366449 357.96429187239636 483.7548031131257 417.7964095933684 1.0374072135219257 0.8230375899114254 0.15417863121103798 14.646067144776556 6.777473003508482 1.9904012319736708 -3.0551428455242493 [452, 320] [383, 326] [389, 409] [458, 402] [456, 324] [388, 330] [394, 411] [462, 405]
4 118 6.555098436373417 1558.062569196027 167.88362404605067 1628.2342908808869 308.7406867387769 1.0680303458274665 0.38713832756197947 0.29006022149575594 7.694295459040914 -4.709168585144702 2.0850733066184253 -2.8642848843216746 [1744, 119] [1695, 113] [1706, 281] [1756, 284] [1705, 137] [1657, 132] [1667, 293] [1715, 296]
