1 29 3.067501431289817 750.1905482857635 574.2228047392498 1123.486828242534 879.2896391873285 1.615405797958374 2.2149407863616943 4.523248195648193 7.607646467972307 0.23377488040156075 -1.050686737879273 0.04337195307016373 [795, 558] [1062, 559] [1061, 752] [795, 753] [690, 582] [1182, 584] [1179, 939] [689, 942]
1 31 3.561135107585489 1295.621238401267 602.9989404755032 1763.834282524666 876.6730297071729 1.5186728079416651 2.104976970218756 4.569127957061207 7.193219901862389 -3.5896225612576296 -1.2028868365473637 0.04332774467752603 [1279, 589] [1540, 595] [1537, 786] [1275, 781] [1616, 626] [2116, 636] [2111, 1005] [1610, 1000]
1 32 2.6198152421037557 106.04916066265497 565.4276141128474 597.0228477615478 911.331214744116 1.712150123982994 2.1236619208025185 4.498645152128859 6.390361637386763 3.4546277312256564 -1.003147392054832 0.026179938779915153 [343, 555] [635, 556] [633, 790] [340, 790] [-294, 549] [311, 551] [304, 1036] [-305, 1036]
1 33 3.351516761210532 1137.216822039955 567.7050228130425 1368.4398254873213 713.0916209054018 1.6760526650477003 2.125413731950142 4.6 13.731815146111476 -3.2156575717903526 -1.2437057920541097 0.020106559294249836 [1127, 562] [1285, 564] [1284, 689] [1126, 687] [1200, 567] [1421, 570] [1419, 745] [1198, 743]
1 34 2.871567436766809 528.237150331653 557.8161721336978 771.870389042594 728.9326145551347 1.8499767886696075 2.1620488218201532 4.6 12.883940679243233 3.4453266594961 -1.095881585601094 0.008726646259971648 [615, 546] [784, 546] [783, 691] [614, 690] [467, 539] [708, 540] [706, 748] [464, 746]
1 35 3.256054788449775 1085.169929984613 570.5353078813455 1214.1092265524983 658.9560327971515 1.4998925364709235 2.1109863249074676 4.6 21.42575953235842 -3.220191737380066 -1.5033805862147616 0.034716637821250576 [1075, 569] [1181, 570] [1181, 645] [1075, 645] [1110, 574] [1241, 575] [1241, 668] [1110, 668]
1 36 2.958546917177787 716.0493470218169 573.1604389047417 841.8514456319301 658.0685233775362 1.4998925364709235 2.1109863249074676 4.6 21.89257494165677 3.6586734956547087 -1.488236935681311 0.01745661597526588 [737, 567] [841, 568] [840, 641] [737, 641] [687, 569] [815, 570] [815, 660] [686, 660]
1 37 3.1234374357303736 904.3647158866962 560.9950467716903 1013.6855601821336 642.3651332886254 1.6831032635108842 2.1620488218201532 4.501494793433892 22.940959575964364 0.21630688970725842 -1.4635523881721093 0.008726646259971648 [908, 561] [1010, 561] [1010, 641] [908, 641] [897, 561] [1021, 562] [1021, 659] [896, 658]
1 38 3.2378439422331304 1069.251322178333 566.6437844780344 1159.2406470532055 633.8111273295341 1.4998925364709235 2.1109863249074676 4.6 28.771101511791777 -3.1323194922494406 -1.6855514756679442 0.012191943178668794 [1049, 569] [1129, 567] [1131, 625] [1050, 626] [1064, 570] [1159, 568] [1161, 636] [1066, 638]
1 40 3.1952935629605053 1038.2075737587138 556.8474567415095 1107.433290856523 618.9462153643659 1.7329342938239063 2.1109863249074676 4.507259303405364 34.614343305331346 -3.0097317598762245 -1.7666368226640035 0.033031375403400676 [1032, 560] [1100, 561] [1099, 617] [1031, 616] [1046, 560] [1123, 561] [1123, 625] [1045, 624]
1 41 3.0028844312262715 777.2659102831768 555.1850082328244 865.4658111097228 619.7596077779357 1.7329342938239063 2.1109863249074676 4.507259303405364 29.836893044565002 3.632685702200321 -1.6045257248936338 0.01755304510704377 [796, 558] [874, 559] [873, 623] [795, 622] [771, 557] [861, 558] [861, 632] [770, 632]
1 69 4.140810790854017 658.4146155356235 558.7606250028415 772.446013323993 595.6409184186506 1.4998925364709235 2.1109863249074676 4.6 49.15156895496534 10.431044644852273 -1.9042294137156917 -1.208337533612526 [769, 556] [779, 556] [779, 593] [769, 591] [659, 556] [665, 556] [665, 593] [659, 592]
1 70 3.634954998802133 153.10291021579243 552.4925259793278 244.25535501198874 588.0082007850282 1.65 2.1109863249074676 4.6 38.22483578016656 31.3890704646162 -1.4740829180531374 -1.1808789069522574 [98, 546] [79, 545] [78, 596] [98, 594] [-70, 545] [-100, 544] [-101, 597] [-71, 595]
2 99 -0.20826524509801086 702.6538375335638 550.621990452498 729.9284896217981 612.8851860355571 1.8 0.8190117377790875 0.6220451915054483 31.822560184992255 6.774633092123391 -1.3037352321905604 3.140101542193701 [731, 543] [700, 543] [700, 611] [731, 611] [736, 543] [705, 543] [705, 610] [735, 610]
5 49 2.434374619674761 33.295878726003984 494.33887838584025 48.4149642314928 537.4837032865329 0.9597799777984619 0.5490529046436379 0.19189898232168234 18.38984886929459 20.169648624989957 0.49416592769681156 -0.12430462632050131 [-324, 462] [-295, 462] [-295, 523] [-324, 523] [-339, 461] [-309, 461] [-309, 523] [-339, 523]
5 48 2.3483251522039312 271.50141564223026 463.0461274101471 292.1538819216205 495.86659998204567 0.9899360088669367 0.6288062611569458 0.1836229825194231 29.299633115547316 19.839620107874936 1.6355037651951254 0.19805693752560494 [160, 440] [187, 441] [187, 480] [159, 480] [156, 439] [184, 440] [183, 480] [155, 479]
5 47 2.4472720947951916 286.14764182927706 511.08973216462294 322.7244946971768 539.8155653897115 0.9026808690531392 1.3426594845260937 0.2698402699334559 29.74130717567677 19.302598864001226 0.29576451774226903 0.11863704265829794 [179, 496] [235, 496] [235, 532] [179, 532] [173, 496] [230, 496] [230, 532] [173, 532]
5 46 2.3073296653660584 356.2921990992654 377.02564039214656 414.22337361047175 395.7332066539791 0.6187598505507854 1.890182614437348 0.20876732822102895 30.526552661753037 16.86123171351146 4.310855816750715 0.32962009744404047 [277, 347] [359, 349] [359, 373] [278, 371] [275, 345] [357, 348] [358, 372] [276, 370]
5 43 2.251859624972192 409.1277303417191 346.9845241706128 434.3972723586289 373.3291150268062 0.9222530157846588 1 0.20719611791778703 31.006508191781275 15.789767853863792 5.083854479746236 0.4187204241274384 [347, 314] [390, 317] [390, 352] [347, 349] [347, 313] [389, 315] [389, 351] [347, 348]
4 42 2.3840005567130467 443.69511035888513 340.0719105807544 462.25933265879644 385.2822728638226 1.2436151504516602 0.5953734390082626 0.4377982953156525 31.642870078531367 15.060339972810267 5.046762305427873 0.3133710965529756 [397, 315] [421, 316] [421, 363] [397, 362] [394, 312] [419, 314] [419, 360] [394, 359]
5 50 5.769032289265756 695.7645687862797 507.0694394901517 722.2669632486626 534.8598707468548 1.0178465303900945 0.9921865058772994 0.17 33.62942574281942 7.480055550653448 0.365950308530286 -2.8463026735784696 [725, 497] [689, 497] [689, 533] [725, 533] [724, 497] [689, 497] [689, 533] [724, 533]
4 51 5.7569963248535965 697.7517775947221 463.0647668913192 712.216631541348 499.24185131836987 0.9938309788703918 0.3930247517793141 0.2226678865604949 33.28004203538753 7.5753485408918735 1.443609250440804 -2.839214616715061 [708, 459] [694, 458] [694, 494] [708, 494] [708, 459] [693, 459] [693, 494] [707, 494]
5 103 2.9110106992926643 726.7910554420447 514.8486373482045 750.2067592539861 539.2910942666081 0.8811770422048335 0.82 0.16869680293985234 38.267739488848896 7.566245741984895 0.15670948719096822 0.035380960711760515 [723, 511] [748, 509] [750, 536] [725, 538] [722, 510] [748, 509] [749, 536] [724, 538]
5 104 1.535046961220268 1238.8603650614725 447.5161458381507 1261.437852324649 481.86300817862264 1.4567030606497033 1.9722913179883814 0.1854372941197373 44.22409862585385 -10.664756128808849 2.477378293984526 1.8431802086273603 [1271, 442] [1244, 446] [1244, 484] [1271, 482] [1275, 442] [1248, 446] [1249, 484] [1276, 482]
5 60 1.462586128769361 1208.4189546493155 447.68152237305196 1233.9614170197267 462.6893797069352 0.7592672435795816 1.9950581472312783 0.17 46.44641851460933 -10.05636306392674 2.82952158638785 1.8922306410855625 [1242, 446] [1215, 449] [1215, 468] [1242, 466] [1246, 446] [1219, 449] [1219, 468] [1246, 466]
5 57 1.2873132519074162 1191.770075496846 423.9825233969123 1203.3522889515798 456.3056142214991 1.58 0.97 0.19989542580692765 47.988799114475974 -9.303563089835894 3.550065177889808 2.0457733326641057 [1209, 421] [1194, 423] [1193, 462] [1209, 461] [1213, 421] [1198, 423] [1197, 462] [1213, 461]
4 59 1.303860377976914 1175.8288232713971 422.6117359705887 1187.1705600463995 449.56527842465744 1.0057530403137207 0.5390378335825772 0.2966334139100464 48.82097920922215 -8.876701072680943 3.7633452522603688 2.01758893587952 [1190, 425] [1182, 426] [1182, 451] [1190, 450] [1196, 425] [1188, 426] [1188, 451] [1196, 450]
5 105 6.411484162272758 1207.6307098510379 482.895967137504 1228.4446216420574 508.65693511088733 1 0.7497030407133038 0.16901228091774967 36.393603078990864 -7.7570343477835655 0.9600211136934566 -3.0598911715302215 [1238, 482] [1214, 482] [1214, 515] [1239, 515] [1237, 483] [1213, 483] [1213, 515] [1237, 515]
5 106 3.343383007937604 1211.4066695137228 502.80973171098736 1224.7296749782354 525.9096350302716 1.0020183068289408 0.5504664336671088 0.1491842714478749 36.624637641296665 -7.75783721592974 0.4214578180125459 0.006944497401577048 [1214, 500] [1232, 500] [1233, 533] [1215, 533] [1215, 500] [1233, 500] [1234, 533] [1216, 533]
5 107 3.176977875275528 1162.7993581681112 534.2205627549001 1191.1764899238547 585.4186983440244 1.74 1.02 0.17 39.04494943836551 -6.844425604285635 -1.1558059755751067 0.13814768805257122 [1164, 539] [1194, 539] [1194, 592] [1164, 592] [1166, 538] [1196, 539] [1196, 592] [1166, 592]
4 108 6.3014834644253535 1176.3102256476577 473.9207526907557 1188.0239437525822 506.1676118894661 1.2035265542140816 0.5027392983127943 0.38980909363153976 38.54881075330881 -6.924094565000384 1.2591877498725197 -2.9821670475100786 [1194, 472] [1179, 472] [1181, 509] [1196, 508] [1190, 474] [1175, 474] [1177, 511] [1192, 510]
2 123 0.2791100277772134 1258.0422379920294 542.4433993066033 1283.6361019789074 612.4643238084074 1.8071995317377731 0.7075306883096119 0.6101578281508191 24.580868188624102 -6.363640915876658 -1.122119236659822 3.115806873799067 [1300, 541] [1265, 541] [1266, 630] [1301, 630] [1293, 542] [1259, 542] [1259, 628] [1294, 628]
5 133 2.7127669369925616 690.208259757781 528.6225947717897 730.8090505633414 549.7980978831177 0.8450396081765481 1.306962751390864 0.16869680293985234 33.77167477110143 7.525557718095857 -0.2838314376106314 0.20957159163289757 [683, 524] [729, 523] [730, 553] [683, 553] [682, 523] [729, 523] [730, 552] [683, 553]
4 138 6.310731356686512 1176.4513721600194 475.1219777261138 1186.1506066614866 484.2134460905578 0.3010364124908259 0.29408922108765156 0.25713953337634515 38.645663561768764 -6.921848082570279 1.6364032665038348 -2.991907383685079 [1191, 474] [1182, 474] [1182, 483] [1191, 483] [1188, 476] [1179, 476] [1180, 485] [1188, 485]
4 139 5.763361916354652 699.0767340134091 463.7255144142253 709.8718556089018 474.8017632829058 0.3010364124908259 0.29408922108765156 0.18134361537004898 33.26353048642393 7.564069143765112 1.7828856335022158 -2.84536523316182 [707, 459] [696, 459] [696, 469] [707, 470] [706, 459] [695, 459] [695, 470] [706, 470]
