1 29 3.0694723844349525 837.0687942248244 573.2408633001031 1038.8051280481059 740.3925142905192 1.6438955288691066 2.2149407863616943 4.523248195648193 12.868468747850033 0.36970869772936266 -1.2793643822962468 0.04339835702471183 [846, 571] [1020, 571] [1020, 701] [845, 701] [815, 571] [1062, 572] [1062, 756] [814, 756]
1 31 3.6698606371228375 1355.863803147564 607.1823329432519 1920.0 957.5892410814678 1.5186728079416651 2.104976970218756 4.569127957061207 5.5932493574846 -3.6008648184514738 -1.1630102244539684 0.0437276218131154 [1341, 598] [1656, 599] [1656, 829] [1341, 830] [1932, 666] [2666, 667] [2671, 1213] [1933, 1223]
1 32 2.575984423278207 92.95824205107778 571.973073418636 586.1137489185668 920.0584938185007 1.712150123982994 2.1236619208025185 4.498645152128859 6.185011694102875 3.5575399271414883 -1.0435360701063843 0.04363323129985932 [307, 561] [607, 562] [605, 801] [303, 802] [-383, 561] [262, 564] [254, 1071] [-395, 1076]
1 33 3.355812843493171 1150.629283131571 570.4704789473774 1421.3522168730422 742.4515453736126 1.6760526650477003 2.125413731950142 4.6 12.089363529305418 -3.222494265230796 -1.2510088004098139 0.04627902471209677 [1141, 568] [1315, 571] [1314, 709] [1140, 708] [1247, 572] [1502, 575] [1502, 779] [1245, 778]
1 34 2.8235839627959947 515.0906022240041 563.71581254975 763.6412099004917 736.8602548107565 1.8499767886696075 2.1620488218201532 4.6 12.55638077898819 3.5341430917919556 -1.1537224973710698 0.04364486127849054 [593, 552] [767, 553] [766, 701] [592, 700] [448, 544] [699, 545] [697, 758] [445, 758]
1 35 3.2751873947028947 1088.1658399683033 577.126309845464 1212.3116805622842 670.3404907351744 1.4998925364709235 2.1109863249074676 4.6 19.789978639444538 -3.142678394070943 -1.5578903857084083 0.023891723812944816 [1081, 575] [1194, 577] [1193, 658] [1079, 656] [1117, 581] [1260, 584] [1259, 686] [1115, 683]
1 36 2.9540167242368236 722.2219903636211 578.5807305027251 830.968142112184 661.9401606399955 1.4998925364709235 2.1109863249074676 4.6 21.474289760594612 3.68909588448959 -1.5552347152823554 0.0174453157825394 [731, 570] [837, 571] [837, 646] [731, 645] [679, 575] [810, 576] [809, 669] [678, 668]
1 37 3.1039194957477356 904.9178064507586 565.1893207488567 963.5386315587938 611.299849009575 1.6831032635108842 2.1620488218201532 4.501494793433892 39.34555101392168 1.1414422122710954 -2.0588702125099596 0.008670586423737886 [907, 566] [969, 567] [968, 615] [906, 615] [900, 565] [969, 565] [969, 619] [900, 619]
1 38 3.264758331345943 1068.652140181595 574.4930687986565 1158.6414650564675 638.1551968642256 1.4998925364709235 2.1109863249074676 4.6 27.038993266754954 -3.332151085552877 -1.7495025139679488 -0.0005488778736969448 [1064, 572] [1150, 574] [1148, 635] [1062, 633] [1081, 574] [1183, 576] [1181, 649] [1079, 646]
1 40 3.216447411458334 1034.877619953639 563.2886633814653 1104.103337051448 623.4340885522545 1.73 2.1109863249074676 4.507259303405364 33.00262167021278 -2.874740108011249 -1.756584234943486 0.01203234870525719 [1032, 561] [1103, 562] [1102, 621] [1031, 619] [1043, 561] [1124, 563] [1123, 630] [1042, 628]
1 41 2.985471795626809 760.4888143745113 563.9330654318724 848.6887152010574 634.9603959570982 1.7329342938239063 2.1109863249074676 4.507259303405364 28.224500415079945 3.950964661050557 -1.5911486761560587 0.01704108865951723 [775, 558] [857, 560] [855, 628] [773, 626] [744, 558] [841, 560] [839, 639] [742, 637]
1 72 5.87617313838469 487.57410593670807 571.5768534717552 588.133695187606 619.2818568989743 1.4998925364709235 2.1109863249074676 4.6 35.1270495994279 14.421881773395887 -1.9234265736234293 -3.1241599630701558 [490, 567] [414, 567] [414, 621] [490, 621] [547, 566] [480, 566] [479, 614] [546, 614]
2 99 -0.18169246821170082 732.9743967116342 563.5285949077602 760.2490487998685 625.7917904908193 1.8 0.8190117377790875 0.8039037860147706 29.17600849778719 5.40519626017744 -1.3264435003192876 3.1401003500137774 [765, 545] [731, 545] [730, 619] [764, 619] [770, 546] [737, 546] [737, 618] [770, 618]
5 49 2.3407439523763407 -1 -1 -1 -1 0.956089837990672 0.708247160103344 0.19189898232168234 16.68516080705695 20.235339483363717 0.4467939220594203 -0.08041211345203877 [-464, 458] [-421, 458] [-420, 525] [-464, 525] [-482, 458] [-437, 458] [-437, 525] [-481, 525]
5 48 2.3144055723097834 239.404361374831 465.5484615721019 258.28474708733773 499.38155161079106 0.9899360088669367 0.6288062611569458 0.1836229825194231 27.573327542752 20.067407153849953 1.467981307106864 0.19805693752560494 [100, 442] [130, 442] [129, 484] [99, 484] [96, 441] [126, 441] [125, 484] [95, 483]
5 47 2.4516416332873385 256.3682972949833 515.4907239934969 292.945150162883 544.2165572185855 0.9026808690531392 1.3426594845260937 0.2698402699334559 28.012314631018118 19.421162147286736 0.2048887063928888 0.08373045761841134 [127, 498] [185, 498] [185, 536] [127, 536] [119, 498] [179, 498] [179, 536] [119, 536]
5 46 2.277878396068041 323.3371892786725 374.198999941791 384.0530618235529 398.7291166376694 0.6187598505507854 1.890182614437348 0.20876732822102895 28.835038544462837 17.053905350902163 4.160208947297355 0.32962009744404047 [228, 342] [316, 344] [316, 370] [229, 368] [226, 341] [314, 343] [315, 369] [227, 367]
5 43 2.22296655672982 379.18408162687706 344.11971936269833 405.2325602628826 372.0611304950887 0.9222530157846588 1 0.20719611791778703 29.35645263135545 16.033907804673127 4.937990497577378 0.4187204241274384 [302, 308] [348, 311] [348, 348] [303, 345] [302, 306] [347, 309] [347, 347] [302, 344]
4 42 2.358059878962802 414.7611377892828 336.7189627330246 433.32536008919413 385.13659642966536 1.2436151504516602 0.5953734390082626 0.4377982953156525 30.01175911818582 15.251054911423019 4.893962269302372 0.3133710965529756 [358, 310] [384, 311] [384, 360] [358, 359] [355, 307] [381, 308] [381, 357] [355, 356]
5 50 5.751079921847184 677.3195579947638 511.3242523872548 704.5957703724415 540.4620746940914 1.0178465303900945 0.9921865058772994 0.16869680293985234 31.96413388591396 7.714352298449167 0.22493845997309042 -2.8463026735784696 [703, 501] [665, 500] [666, 538] [704, 538] [703, 501] [665, 501] [665, 539] [703, 538]
4 51 5.739643529448847 680.312362846383 466.6137967082649 694.777216793009 502.79088113531554 0.9938309788703918 0.3930247517793141 0.21837252951542718 31.627066668964407 7.778692468144576 1.3721160293722088 -2.839214616715061 [687, 458] [672, 457] [672, 495] [687, 495] [686, 458] [671, 458] [671, 495] [686, 495]
5 103 2.895012060473614 711.175861876444 519.0585943110073 734.5915656883853 543.5010512294108 0.8811770422048335 0.82 0.16869680293985234 36.59098656692714 7.831746430501764 0.02405040052616883 0.03572712009251934 [703, 514] [730, 513] [731, 541] [704, 543] [702, 514] [729, 512] [730, 540] [703, 542]
5 104 1.5386996177485228 1241.1738065245975 448.5628423499374 1264.9031460979288 485.75769127410126 1.4567030606497033 1.9722913179883814 0.1854372941197373 42.74265257617436 -10.472851520570101 2.2368743581348727 1.8431802086273603 [1276, 446] [1248, 449] [1248, 489] [1276, 487] [1281, 446] [1253, 449] [1253, 489] [1281, 487]
5 60 1.4647149519775573 1212.431451286491 449.12450227989115 1236.5562492367208 465.4487622539515 0.7592672435795816 1.9950581472312783 0.17 44.96104070519332 -9.835003388437435 2.739311708598406 1.8922306410855625 [1245, 446] [1217, 449] [1217, 469] [1245, 466] [1249, 446] [1221, 449] [1221, 469] [1249, 466]
5 57 1.2877726314423688 1191.890810795853 425.0856926830428 1204.9919504507727 458.92770970781544 1.58 0.97 0.19989542580692765 46.48966960767239 -9.035088712012708 3.42587376215198 2.0457733326641057 [1210, 421] [1194, 423] [1194, 463] [1209, 462] [1214, 421] [1198, 423] [1198, 463] [1214, 462]
4 59 1.302749131601963 1175.651615198046 425.22993641511886 1186.9933519730484 452.1834788691876 1.0057530403137207 0.5390378335825772 0.2966334139100464 47.46181166902476 -8.575100889909896 3.3088063593628547 2.01758893587952 [1188, 434] [1180, 434] [1180, 460] [1188, 459] [1194, 434] [1186, 435] [1186, 460] [1194, 459]
5 105 6.41464253991126 1211.0521885933028 484.03710879682535 1232.8787178511132 512.785298197265 1 0.7497030407133038 0.16901228091774967 34.86279540943563 -7.545943795629194 0.8764566263303342 -3.0598911715302215 [1243, 483] [1218, 483] [1218, 517] [1243, 517] [1241, 483] [1216, 483] [1216, 517] [1241, 518]
5 106 3.346709137891345 1215.3438510355804 503.8186435997116 1229.9718385161732 529.3409862486171 1.0020183068289408 0.5504664336671088 0.1491842714478749 35.093477167145664 -7.555555651459285 0.40928629074724154 0.006944497401577048 [1218, 500] [1237, 499] [1237, 533] [1218, 534] [1219, 499] [1238, 499] [1238, 533] [1219, 533]
5 107 3.0873790197487994 1163.578294787207 538.8941824694743 1191.9554265429504 590.0923180585986 1.74 1.02 0.17 37.45300175390229 -6.6398140649808965 -1.382189885834763 0.22967446762028695 [1166, 546] [1196, 547] [1196, 602] [1166, 602] [1168, 546] [1199, 547] [1198, 602] [1168, 602]
4 108 6.304895732986414 1177.3905943871782 475.9961324633201 1190.3880160223957 509.46446131435965 1.2035265542140816 0.5027392983127943 0.38980909363153976 37.02726522151057 -6.781300038625033 1.1287136139855862 -2.9821670475100786 [1198, 473] [1183, 474] [1185, 512] [1201, 512] [1194, 476] [1179, 476] [1181, 514] [1197, 514]
2 123 0.2898893729660873 1265.4324469852031 546.9987397231099 1294.6012787433608 630.8905306133495 1.8071995317377731 0.7075306883096119 0.6101578281508191 23.103029821742677 -6.247529697131341 -1.235257591817314 3.115806873799067 [1316, 547] [1278, 547] [1279, 642] [1316, 642] [1307, 548] [1271, 548] [1272, 640] [1308, 641]
4 132 2.604750291614717 682.07875993835 467.0907522011203 696.8768356383446 503.22796179397875 1.0767505220240052 0.3930247517793141 0.24278337240180026 32.48729522645484 7.7597900843166645 1.2492331138590247 0.3023792193838648 [680, 463] [694, 463] [694, 502] [680, 502] [680, 462] [695, 463] [695, 502] [680, 502]
5 133 2.6969047672491513 670.8011636318286 535.4398486788688 713.8673382848857 558.8162529057729 0.8450396081765481 1.306962751390864 0.16869680293985234 32.10617084003953 7.6909262561406235 -0.3589599717286651 0.20957159163289757 [661, 526] [711, 525] [711, 556] [662, 557] [661, 526] [711, 525] [711, 556] [662, 557]
4 138 6.313548340862766 1178.9807682327864 478.0008090036081 1188.4657467990644 486.8188725739135 0.3010364124908259 0.29408922108765156 0.25713953337634515 37.063602133409965 -6.746295828178497 1.4782212346326777 -2.991907383685079 [1194, 477] [1185, 477] [1185, 487] [1195, 487] [1191, 478] [1182, 478] [1183, 488] [1192, 488]
4 139 5.746304750531493 681.8202170437794 491.1836193301432 692.9840361784901 502.6646125645886 0.3010364124908259 0.29408922108765156 0.18134361537004898 31.605252501331073 7.756215420683652 1.029649609037287 -2.84536523316182 [686, 484] [674, 483] [674, 495] [685, 495] [685, 484] [674, 484] [674, 495] [685, 495]
