1 29 3.0670062421928956 875.3438494469153 591.2224476333229 996.8253926656379 690.2838743722672 1.6827452515588448 2.2149407863616943 4.523248195648193 20.776201623097016 0.6842016292823057 -1.93744486540264 0.041666320419319496 [873, 592] [987, 593] [987, 680] [872, 679] [862, 590] [1003, 591] [1003, 699] [860, 698]
1 36 2.8745784773378324 506.8832425976169 607.3528260669744 754.7254030042334 761.4575780699536 1.4998925364709235 2.1109863249074676 4.6 12.007958585579699 3.3988992422066655 -1.4651649083695153 -0.008824135606368261 [603, 598] [777, 596] [777, 721] [602, 722] [426, 601] [680, 599] [680, 783] [424, 784]
1 38 3.642770043096067 1360.2091194311395 611.0148334720573 1831.9896125169803 881.2474774675348 1.4998925364709235 2.1109863249074676 4.6 6.628803550352192 -3.8618717781093332 -1.2572321359126526 0.026341943460170388 [1336, 611] [1616, 614] [1618, 815] [1337, 813] [1758, 643] [2331, 648] [2345, 1065] [1764, 1063]
1 40 3.3947359208997714 1166.7582845671448 583.844295673776 1403.7773299094536 742.4766992789055 1.7329342938239063 2.1109863249074676 4.507259303405364 12.718571757856514 -3.414028033577859 -1.4392144343722726 0.009103332530427362 [1156, 584] [1324, 586] [1324, 725] [1155, 723] [1240, 581] [1480, 584] [1482, 783] [1240, 779]
1 41 2.926619797959271 706.4418792958867 588.1556226732733 818.8891542583111 677.6193274273977 1.7329342938239063 2.1109863249074676 4.507259303405364 23.498559920400723 4.088893792092388 -1.973836500661603 0.042691675613010016 [730, 581] [828, 585] [824, 665] [726, 661] [690, 583] [808, 588] [804, 685] [686, 680]
1 74 5.669205673304772 229.8403163217996 586.969096380462 424.27094694400205 693.1006984795814 1.6525015929672116 2.1109863249074676 4.507259303405364 16.379997914539597 10.507219685743515 -1.632436853753209 -3.097965873589967 [195, 582] [16, 580] [8, 718] [189, 720] [368, 587] [232, 585] [227, 690] [363, 692]
1 75 5.7541532553870685 339.91791581153507 582.3830073357751 467.5200688825691 649.8605638320496 1.7005599101159514 2.1109863249074676 4.587692004262059 27.299034147626248 14.383542185728952 -2.095094699337101 -3.097486760843532 [347, 581] [246, 580] [244, 661] [345, 661] [435, 581] [350, 580] [348, 648] [434, 649]
1 76 5.9155919983617 545.8792009136705 586.1364133277937 636.8450147471332 647.6615800552929 1.6572234039652607 2.1109863249074676 4.587692004262059 33.45778959077618 11.215716663610289 -2.551198300190479 -3.0974468412803455 [589, 588] [508, 587] [507, 650] [588, 651] [631, 589] [561, 589] [559, 644] [630, 644]
3 97 3.114652616363027 1111.9043169395216 585.0406849480808 1154.9699913617007 628.5650460258177 1.7186894619596222 0.792771772943536 1.8890269704049045 46.416457654585166 -6.374678772185353 -3.3311711171502965 0.1634228343549849 [1118, 593] [1137, 593] [1137, 636] [1117, 636] [1132, 594] [1152, 594] [1152, 639] [1132, 639]
2 99 -0.5801560641682756 286.2012088814889 545.9863923910116 344.5987581743098 735.1840019066411 1.8 1.0183246787277695 0.7653463670315284 9.457844579669356 6.20271405043309 -0.9709938189710832 3.1412877769549903 [229, 531] [98, 535] [98, 768] [230, 765] [286, 535] [165, 538] [166, 754] [287, 751]
