1 29 3.0675595032802643 751.6979772246981 572.5009317850361 1119.5062313791848 878.738163596327 1.615405797958374 2.2149407863616943 4.523248195648193 7.572904557945038 0.23226711035640138 -1.052524047605651 0.04337195307016373 [795, 558] [1063, 559] [1062, 753] [794, 754] [689, 583] [1183, 584] [1181, 942] [688, 945]
1 31 3.561135107585489 1295.6212383944664 602.9989406177946 1761.652462746958 872.3093903911647 1.5186728079416651 2.104976970218756 4.569127957061207 7.193219901862389 -3.5896225612576296 -1.202886837711517 0.04332774467752603 [1279, 589] [1540, 595] [1537, 786] [1275, 781] [1616, 626] [2116, 636] [2111, 1005] [1610, 1000]
1 32 2.58882302859006 106.04916066265497 565.4276141128474 597.0228477615478 911.331214744116 1.712150123982994 2.1236619208025185 4.498645152128859 6.38522385086359 3.491661611900974 -1.0030128555440412 0.052359877559830036 [328, 554] [622, 556] [620, 790] [325, 790] [-297, 548] [320, 551] [314, 1033] [-308, 1040]
1 33 3.351159991168199 1137.216822039955 567.7050228130425 1368.4398254873213 713.0916209054018 1.6760526650477003 2.125413731950142 4.6 13.775952252391043 -3.2208094741588362 -1.2445362167069502 0.02010655929424975 [1127, 562] [1285, 564] [1283, 689] [1126, 687] [1199, 567] [1420, 570] [1418, 744] [1198, 742]
1 34 2.871567436766809 528.237150331653 557.8161721336978 771.870389042594 728.9326145551347 1.8499767886696075 2.1620488218201532 4.6 12.883940679243233 3.4453266594961 -1.0958815867652472 0.008726646259971648 [615, 546] [784, 546] [783, 691] [614, 690] [467, 539] [708, 540] [706, 748] [464, 746]
1 35 3.2365332908555593 1085.169929984613 570.5353078813455 1214.1092265524983 658.9560327971515 1.4998925364709235 2.1109863249074676 4.6 21.45810367678479 -3.18084976835565 -1.5059087909643798 0.05222305793708073 [1071, 570] [1177, 570] [1176, 645] [1071, 645] [1110, 574] [1241, 575] [1240, 668] [1110, 668]
1 36 2.958546917177787 716.0493470218169 573.1604389047417 841.8514456319301 658.0685233775362 1.4998925364709235 2.1109863249074676 4.6 21.89257494165677 3.6586734956547087 -1.4882369368454642 0.01745661597526588 [737, 567] [841, 568] [840, 641] [737, 641] [687, 569] [815, 570] [815, 660] [686, 660]
1 37 3.118246132085345 904.3647158866962 560.9950467716903 1013.6855601821336 642.3651332886254 1.6831032635108842 2.1620488218201532 4.501494793433892 23.049195376703974 0.33700037147274514 -1.4663866435254067 0.008726646259971648 [903, 561] [1005, 561] [1004, 641] [903, 640] [890, 561] [1014, 562] [1014, 658] [890, 657]
1 38 3.2336446210012557 1069.251322178333 566.6437844780344 1159.2406470532055 633.8111273295341 1.4998925364709235 2.1109863249074676 4.6 28.71719261436369 -3.121493339432258 -1.6097694812952388 0.016220666352991155 [1047, 566] [1129, 563] [1131, 621] [1050, 624] [1064, 568] [1159, 565] [1162, 633] [1067, 636]
1 40 3.195056596439396 1038.2075737587138 556.8474567415095 1107.433290856523 618.9462153643659 1.7329342938239063 2.1109863249074676 4.507259303405364 34.63520100489326 -3.0542950268468023 -1.6239865300861287 0.034493233404947116 [1033, 556] [1101, 556] [1101, 612] [1033, 612] [1047, 555] [1125, 556] [1124, 619] [1047, 619]
1 41 3.008973313516183 777.2659102831768 555.1850082328244 865.4658111097228 619.7596077779357 1.7329342938239063 2.1109863249074676 4.507259303405364 29.890876172112478 3.453929692620735 -1.4354207317611538 0.017578240118201815 [803, 552] [881, 552] [880, 616] [802, 616] [779, 550] [869, 550] [869, 625] [778, 624]
1 69 4.007063616170762 510.8688782083218 559.4984856634826 618.1594011935277 594.992777948138 1.4998925364709235 2.1109863249074676 4.6 46.86287513145564 16.728426142631204 -1.8452603157084442 -1.208337533612526 [607, 555] [610, 555] [610, 593] [606, 592] [486, 555] [485, 555] [484, 594] [486, 593]
2 99 -0.20806102761138556 705.7396249451141 550.1126856502576 733.0142770333484 612.3758812333167 1.8 0.8190117377790875 0.6220451915054483 31.667460495282644 6.7348544190856225 -1.3009379074819671 3.140101542193701 [731, 543] [700, 543] [700, 611] [731, 611] [736, 543] [706, 543] [705, 610] [736, 610]
5 49 2.434374619674761 33.295878726003984 494.33887838584025 48.4149642314928 537.4837032865329 0.9597799777984619 0.5490529046436379 0.19189898232168234 18.38984886929459 20.169648624989957 0.5084418776702363 -0.12430462632050131 [-324, 461] [-295, 461] [-295, 522] [-324, 522] [-339, 460] [-309, 460] [-309, 522] [-339, 522]
5 48 2.3483251522039312 271.50141564223026 463.0461274101471 292.1538819216205 495.86659998204567 0.9899360088669367 0.6288062611569458 0.1836229825194231 29.299633115547316 19.839620107874936 1.6355037640309744 0.19805693752560494 [160, 440] [187, 441] [187, 480] [159, 480] [156, 439] [184, 440] [183, 480] [155, 479]
5 47 2.4472720947951916 286.14764182927706 511.08973216462294 322.7244946971768 539.8155653897115 0.9026808690531392 1.3426594845260937 0.2698402699334559 29.74130717567677 19.302598864001226 0.2957645165781186 0.11863704265829794 [179, 496] [235, 496] [235, 532] [179, 532] [173, 496] [230, 496] [230, 532] [173, 532]
