1 29 3.070264150025614 867.5453526197373 578.2005191905698 1004.5483195704523 688.7229044492844 1.6827452515588448 2.2149407863616943 4.523248195648193 18.568883891097105 0.5432473400237414 -1.5419938409400564 0.04208105745611952 [872, 573] [998, 576] [995, 673] [869, 669] [858, 571] [1019, 575] [1016, 698] [854, 694]
1 35 3.618919003964969 1306.2659428023728 601.5509564562366 1815.5042283783318 902.8307796135762 1.4998925364709235 2.1109863249074676 4.6 6.3030161899726105 -3.4456086280307123 -1.1489221422738343 0.022949164648697798 [1293, 599] [1584, 601] [1586, 810] [1293, 809] [1694, 621] [2316, 625] [2330, 1076] [1701, 1074]
1 36 2.8568007275525007 508.93960500196596 596.0073629917955 755.7181300428314 744.4393860717989 1.4998925364709235 2.1109863249074676 4.6 12.25842045896635 3.476312149157045 -1.3322751051328545 0.00846135447500184 [600, 582] [771, 582] [770, 705] [598, 704] [434, 587] [684, 587] [683, 766] [432, 765]
1 38 3.388340149662901 1174.4272472036855 588.3239177801545 1392.5658407385959 720.851063509938 1.4998925364709235 2.1109863249074676 4.6 13.468842018047484 -3.635761226485159 -1.4221739824501944 0.01690716953500985 [1163, 587] [1322, 591] [1320, 705] [1161, 700] [1251, 589] [1475, 595] [1473, 755] [1248, 749]
1 40 3.287585170734048 1086.467883748153 572.6442001524326 1220.012792815366 674.6769408400849 1.73 2.1109863249074676 4.507259303405364 19.622970211808624 -3.0577712074463643 -1.58636412297217 0.00859041490041728 [1079, 573] [1194, 577] [1192, 671] [1077, 668] [1110, 570] [1255, 574] [1252, 693] [1107, 689]
1 41 2.919791709542716 697.1527838542843 575.1792523858912 813.2873336624884 664.6429571400156 1.7329342938239063 2.1109863249074676 4.507259303405364 22.444064729204367 4.04838895281585 -1.6623270688749578 0.0433430386818961 [721, 571] [823, 573] [821, 657] [719, 655] [677, 567] [802, 569] [799, 671] [674, 669]
1 61 5.686769215110839 265.3838472010013 588.0052976664865 404.3368833015214 654.3501658421272 1.4998925364709235 2.1109863249074676 4.6 21.887453520433404 13.776990441991744 -1.7174808052780965 -3.1069672805550455 [211, 579] [82, 579] [80, 669] [209, 669] [346, 578] [242, 577] [241, 651] [345, 651]
1 73 5.115719917971264 -1 -1 -1 -1 1.5464985601719439 2.1109863249074676 4.6 6.225846329590966 13.890074145619703 -1.0856045797045624 -3.1235486642197485 [-2702, 575] [-3316, 583] [-3352, 1031] [-2731, 1022] [-784, 573] [-1074, 576] [-1080, 788] [-789, 784]
1 74 5.90635344760702 557.9163917183137 575.1482069304147 648.87488381282 627.0709470039999 1.6525015929672116 2.1109863249074676 4.507259303405364 36.17577288245114 12.461145609587152 -2.291345301204193 -3.096492662320932 [576, 575] [502, 575] [501, 633] [576, 633] [616, 576] [550, 576] [550, 627] [616, 627]
1 75 5.889125024733817 557.4970626142344 576.5876007990039 627.9745246027154 618.3073383122122 1.7005599101159514 2.1109863249074676 4.587692004262059 46.12678454443404 16.81245146286868 -2.6610082292462356 -3.09705136393108 [548, 574] [490, 574] [490, 620] [548, 620] [583, 574] [531, 574] [531, 615] [583, 615]
