1 29 3.0716846944849787 864.6824372102514 574.8370205084632 1009.2528454984415 692.2155174136765 1.6827452515588448 2.2149407863616943 4.523248195648193 17.583254352199088 0.4676355724519531 -1.4758273151676748 0.04331871949653663 [870, 572] [1003, 574] [1002, 675] [869, 673] [856, 570] [1027, 572] [1026, 702] [854, 701]
1 33 3.994881004240691 1591.6459437329158 614.2868754914149 1919.990683265672 1080.0 1.6780070604842436 2.125413731950142 4.6 2.2000867031235383 -3.5276249521796075 -0.9285451827477793 0.15986301462067457 [1550, 572] [2052, 575] [2057, 1010] [1552, 1039] [79638, 1410] [137648, 48686]
1 34 2.2935014056933927 0 558.4303543011126 439.3528649738101 1080.0 1.8499767886696075 2.1620488218201532 4.6 3.1121528756555596 3.1770485464159326 -0.9356547808317045 0.05237486389586239 [12, 547] [491, 548] [485, 949] [2, 954] [-4745, 401] [-1530, 422] [-1685, 2872] [-5129, 3104]
1 35 3.44786343188803 1210.2658977378844 601.5509564562366 1552.5950143352868 801.703457474043 1.4998925364709235 2.1109863249074676 4.6 9.348941348233938 -3.3805262369808773 -1.2974017687328006 0.04069568997679793 [1199, 592] [1413, 593] [1413, 747] [1198, 746] [1379, 613] [1731, 615] [1732, 869] [1379, 869]
1 36 2.817217235680047 537.7996183653711 595.2273609346568 762.738132869398 731.037560592271 1.4998925364709235 2.1109863249074676 4.6 13.183023766864537 3.556511256134586 -1.3847171825449753 0.06086899269533554 [605, 582] [768, 583] [767, 698] [604, 698] [482, 587] [714, 588] [713, 751] [480, 752]
1 38 3.3360020727166995 1134.7890459255766 586.4802803572646 1297.5724286551383 694.8557771728001 1.4998925364709235 2.1109863249074676 4.6 16.526003239880875 -3.5451455300829666 -1.543087306690948 0.01690716953500985 [1126, 585] [1260, 589] [1258, 684] [1124, 680] [1183, 586] [1359, 591] [1358, 717] [1181, 712]
1 40 3.264756850766368 1065.6163501216515 571.8952225981695 1175.5534883306955 659.547595130746 1.73 2.1109863249074676 4.507259303405364 22.657361345273998 -3.016622984711054 -1.6869221707928117 0.009198323509011898 [1064, 572] [1165, 575] [1163, 658] [1062, 655] [1087, 571] [1210, 574] [1208, 675] [1085, 672]
1 41 2.9034116372588543 697.1527838542843 575.1792523858912 813.2873336624884 664.6429571400156 1.7329342938239063 2.1109863249074676 4.507259303405364 22.452023596703253 4.017175448926437 -1.64906669223718 0.06113181788317596 [720, 569] [822, 571] [821, 654] [719, 653] [681, 568] [805, 570] [804, 671] [679, 670]
5 57 1.3384467285116755 1249.021614982485 399.8951304236652 1265.2163007362217 441.55328803648996 1.58 0.97 0.19989542580692765 36.44888326832896 -9.021217213897344 3.4495541408935626 2.0457733326641057 [1276, 389] [1254, 393] [1254, 444] [1276, 442] [1281, 390] [1259, 393] [1259, 444] [1281, 442]
4 59 1.0800477336614132 1227.2647749599143 400.3730987249112 1244.5056408110117 435.3978347169666 1.0057530403137207 0.5390378335825772 0.2966334139100464 37.35898585421781 -8.61638038953608 3.509399203960205 2.2882186252620045 [1252, 401] [1237, 402] [1237, 434] [1251, 433] [1257, 402] [1243, 403] [1243, 435] [1257, 434]
1 61 5.833726773717737 444.6978476795301 580.871137228266 539.0647454308845 632.813760927024 1.4998925364709235 2.1109863249074676 4.6 32.23986564427545 14.198098656619637 -2.1099422653806816 -3.1069672805550455 [455, 577] [371, 577] [370, 637] [454, 637] [518, 576] [445, 576] [444, 628] [517, 628]
1 73 5.580894406113527 93.45271700382409 580.979848572442 296.9794312509431 660.6965096167619 1.55 2.1109863249074676 4.6 17.242288181436347 14.064702273616662 -1.5712370115743164 -3.1235486642197485 [-49, 580] [-215, 582] [-217, 704] [-50, 702] [183, 577] [56, 579] [55, 673] [183, 671]
1 74 5.9855207858113015 633.8168449286508 576.7177878316654 694.2601373486956 621.6107004416743 1.6525015929672116 2.1109863249074676 4.507259303405364 45.005618939038584 11.614845512762892 -2.6286895239031733 -3.096492662320932 [681, 575] [622, 575] [622, 621] [681, 621] [703, 575] [650, 576] [650, 617] [703, 617]
