timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1747503144.066422725,-0.06345245393458754,1.0756415122747423,9.818998864889146,6.807146783081999e-06,-0.0035436609232569302,0.0026104203575969863
1747503144.076391309,-0.055494749746285384,1.0912267539650202,9.795408273339271,0.0006594161759019893,-0.003767680104459781,0.0024891367766331452
1747503144.086524977,-0.07948344075120986,1.0916746506839992,9.802085208892823,0.0007679316679443117,-0.003132297461968387,0.0022016243500468475
1747503144.096556561,-0.05888186818454415,1.0847636072337627,9.821779800653458,0.0002236254449291388,-0.003556118223359831,0.0023927748178818866
1747503144.106488104,-0.06159138112328947,1.0898235683888198,9.78800686776638,0.0009846700684131033,-0.004639754569798195,0.002437235824146974
1747503144.116461938,-0.08098481386899949,1.083468375876546,9.815489366054535,0.0009902808468864525,-0.0022222648887922627,0.002907795582817959
1747503144.126471647,-0.06364940917119384,1.1042884835600852,9.866543744802476,0.00109626984689659,-0.0016182935031502426,0.002075563073691864
1747503144.136442565,-0.04061300575733185,1.0888307111710311,9.824025131464005,0.0013095787772760914,-0.0045556938665547156,0.002008355836907355
1747503144.146421941,-0.07855754328891636,1.0907891629636288,9.769167138934137,0.001745927839061217,-0.004440168851299521,0.002124317516954566
1747503144.156443609,-0.07770839966833591,1.0875290478765964,9.851821625232697,0.0009884188447551612,-0.0012849770464835087,0.002203985304771041
1747503144.166386526,-0.03361442766152323,1.1048441152274608,9.825347771644592,0.0010910051623315047,-0.004991917572515093,0.001981981309477026
1747503144.176421319,-0.0891991011891514,1.096588723808527,9.782881198525429,0.0016346997718070266,-0.005215991889474887,0.0018605767939519654
1747503144.186452320,-0.0785274849459529,1.0906167431920768,9.835992043018342,0.0013173432962550284,-0.0002972714230559263,0.0023720903265755126
1747503144.196419738,-0.03066178018692881,1.0878910636156798,9.825519679784776,0.00087870727089123,-0.002041952628348573,0.002267076735322049
1747503144.206459197,-0.04798348960932344,1.099349413588643,9.798292704820634,0.0008723791424103894,-0.005748945039208035,0.0020449514153553267
1747503144.216405031,-0.08523625127971172,1.0955890692025423,9.817955721616746,0.0018597074955199744,-0.0024587439708412665,0.0025688664621390184
1747503144.226548032,-0.03323052826104686,1.0787696995586158,9.82285101056099,0.002405955124608852,-0.0014772137147377584,0.0026282697786843222
1747503144.236591867,-0.05884497134014965,1.0691531494259834,9.827852718830108,0.0014169508525476587,-0.005748679243247678,0.0020455571284587245
1747503144.246544701,-0.09132946112193167,1.0782611379772424,9.793664633631707,0.0015288430195912548,-0.004004158926434459,0.0021502077859913674
1747503144.256469535,-0.06704240223392845,1.0823588667064905,9.814202978610993,0.0017533993843128128,-0.0009323873918361152,0.002660208466265208
1747503144.266424411,-0.026679141107015313,1.0713386924564838,9.832756193876268,0.0015305981311748878,-0.003555477920371181,0.0023942283732854464
1747503144.276427704,-0.06720440208446235,1.063718016296625,9.802133740782738,0.0015255461874078185,-0.0056458786244273675,0.0019432671655759501
1747503144.286437122,-0.08787194768898189,1.0694280416518451,9.796333302855492,0.0008787074659469739,-0.002041952238237085,0.002267076475247724
1747503144.296454706,-0.039343287446536125,1.0768515204638243,9.841353939771652,0.0007699787779765662,-0.0019329769347878037,0.002273488607735605
1747503144.306470832,-0.04673529636114836,1.07110253803432,9.792727324962616,0.0015250939181562903,-0.005331356178797106,0.001744978437737063
1747503144.316493083,-0.08304114256985486,1.0830106850713492,9.772456782460214,0.0017445439835768115,-0.004670793920362529,0.001893363453870176
1747503144.326541876,-0.08299129505641759,1.0672854025661946,9.81144309282303,0.002078147692335732,-0.0018107438224626465,0.00249936341924878
1747503144.336439877,-0.044919662810862064,1.0516899282485248,9.819628025293351,0.001313460386579747,-0.003440273836833287,0.002509463145593715
1747503144.346407294,-0.07663904899265618,1.0569671134650709,9.78825186610222,0.00022024841232566784,-0.0046652584984249075,0.0020006117337629465
1747503144.356438879,-0.08316088258288801,1.06451206818223,9.815261324644089,0.0012043867750355388,-0.002375162584579136,0.002138896373365311
1747503144.366398713,-0.031758731547743085,1.0704508658498526,9.799504247903824,0.001748480078451597,-0.003234565708645007,0.0023051256090992553
1747503144.376401714,-0.060682349223643545,1.0560299509763718,9.79007853627205,0.0008724848626235844,-0.005107336477445605,0.0018662620187009041
1747503144.386429215,-0.09908507091924548,1.0499248000234367,9.803553444743157,0.001092547663154284,-0.003798877320139513,0.001944901212561201
1747503144.396414133,-0.07327148218173533,1.0624285590648652,9.83164990067482,0.0005533466828882015,-0.001811490235775979,0.0024976674745741307
1747503144.406448926,-0.024798272273037585,1.0699678127467633,9.773926187753679,0.0008763673171687968,-0.0039919146272039,0.0023673691973501013
1747503144.416474385,-0.08684562429785729,1.0694851250946522,9.832305958271027,0.0006572089901225723,-0.003901838664892799,0.0020468275915373414
1747503144.426441219,-0.06515224866103381,1.0805298576503992,9.817194414138795,0.0006621546285092148,-0.002453048603193645,0.002676477935826935
1747503144.436478054,-0.023375336355529727,1.0768015998601914,9.771411300301553,0.001313779887888259,-0.0035430206202682803,0.002611873913000546
1747503144.446455388,-0.0579224999807775,1.0841923342645168,9.81182433128357,0.0008747185109655908,-0.0037989852509844723,0.001944659083364437
1747503144.456450514,-0.0711447813268751,1.0804126940667629,9.849773930311203,0.0008786540206731447,-0.0023627583396385763,0.002356421368630679
1747503144.466409765,-0.029984156414866448,1.0830027913302183,9.792354272603989,0.00043956627871575914,-0.003792916416605859,0.002053118529389678
1747503144.476412766,-0.07279129330068827,1.0864736254513265,9.816119695901872,0.0002218705284012499,-0.004004798709274459,0.002148754230587807
1747503144.486444059,-0.06788569863885642,1.0846740717440844,9.837232822179795,0.0010972807557986543,-0.0016057286623138703,0.0022934511327152157
1747503144.496407685,-0.01300161405117251,1.0824090065807104,9.800244505405427,0.0008767394185095811,-0.0037738568696833535,0.002380435591522628
1747503144.506451227,-0.04863326144870371,1.088942392989993,9.790669105052949,0.0006537256196293839,-0.005652588542017606,0.0018333541641471491
1747503144.516520437,-0.09046368034556508,1.0916410291939975,9.85334657907486,0.0012065938957963745,-0.002241005064443419,0.002581205688498277
1747503144.526494854,-0.017571701874257998,1.089411924406886,9.800398871898652,0.0009887117534639212,-0.002561917276169593,0.0026703084526844686
1747503144.536485605,-0.05166018683463335,1.1045799672603607,9.80238575577736,0.0013070256276255731,-0.00576129908980383,0.0018275481348741537
1747503144.546517190,-0.08764763387851418,1.0889264593273402,9.82341935992241,0.0005509801365660164,-0.0029080647597445443,0.002323392449478542
1747503144.556538566,-0.04283841948956251,1.0853133185952903,9.81471870303154,0.0006612508702291342,-0.0018240003309668964,0.002279900220074836
1747503144.566495192,-0.03532301833620295,1.0934930616617202,9.8186059319973,0.0012038550530776612,-0.003555637866081181,0.0023938647893788126
1747503144.576508401,-0.06949482497759164,1.0912495581060648,9.812589147090913,0.0009837130599149374,-0.004331512398972938,0.002130002741703505
1747503144.586534444,-0.07338266607373953,1.093135065883398,9.810489996671677,0.0009878873178530275,-0.002465452327985554,0.00245895359074738
1747503144.596521986,-0.052202438428066676,1.0795342960953713,9.817853980064392,0.001419795415479567,-0.0037924365794758594,0.002054208630923767
1747503144.606542196,-0.05874137055594474,1.0871368458867074,9.810953096151353,0.0007661761662491912,-0.0035809808087005923,0.001957604282901419
1747503144.616582530,-0.0606896856520325,1.0881655903905632,9.793948223590851,0.0010926531232931538,-0.003157268498302758,0.0017662118159067785
1747503144.626428614,-0.061897327546030285,1.0847341518849134,9.803654016852379,0.0010953659585793468,-0.00301682732239581,0.002317464835458514
1747503144.636445032,-0.0558669204544276,1.0850794299691917,9.809993568062783,0.0012020202287133536,-0.0034717371085477016,0.0019646216083440476
1747503144.646473408,-0.057509535807184875,1.0749294675886631,9.789360498189927,0.0013112006007680577,-0.0038952364180731944,0.002156498593806541
1747503144.656446659,-0.06547456271946431,1.0914798653125763,9.816816684007645,0.0007700055656320622,-0.002786364279637403,0.002548055834784921
1747503144.666447910,-0.0527649588463828,1.0867390890419484,9.804278499484063,0.0017495430022187019,-0.0029011969770389077,0.0024336691648511395
1747503144.676440994,-0.0566036696266383,1.0733286461234093,9.796299389004707,0.001857607265306797,-0.003978870859497666,0.0025863470978332165
1747503144.686527704,-0.0849391213618219,1.0680278527736664,9.82434672832489,0.0014214177591201837,-0.003131978350771363,0.0022023515178601154
1747503144.696508246,-0.05470912150572986,1.071413609907031,9.815247291326523,0.0016413735390660622,-0.0024651326966398796,0.0024596804984863226
1747503144.706483831,-0.04495680633466691,1.0674435697495939,9.798597344756127,0.0009846437358876764,-0.003786366184651295,0.0021626682069861704
1747503144.716464957,-0.08397973945364356,1.0674565798044204,9.814388920068742,0.0015328589572838778,-0.003100513518610997,0.002747192664998295
1747503144.726424791,-0.06893743914552034,1.051737656146288,9.81929590344429,0.001532831779516894,-0.0022471269539843736,0.002472625437948979
1747503144.736401542,-0.0457553852442652,1.0545489243417978,9.799796608686448,0.0006593362680655707,-0.0032350988610116735,0.0023039141828924596
1747503144.746439251,-0.07134441806003451,1.0614003992825747,9.813739879131317,0.000440869381122189,-0.003029710624243393,0.0020988499987333827
1747503144.756373127,-0.06038372552487999,1.060432392731309,9.832246316671371,0.0007679848531438158,-0.002811492140789871,0.0021122794566638924
1747503144.766420753,-0.05521861498709768,1.0635227923840285,9.781839809417725,0.0008779360854984217,-0.003652263020049545,0.0026048563274835923
1747503144.776433671,-0.06612432999070735,1.064661391451955,9.836167459487916,0.0006586446654162744,-0.0033504113955431774,0.002188437281387427
1747503144.786442797,-0.06801032199058682,1.0665477032214403,9.834174728393554,0.0008753836510522977,-0.002830285371603369,0.0017855684977458285
1747503144.796432673,-0.04801331040915102,1.0665561085939408,9.800370805263519,0.0008759684281725167,-0.003356585820097823,0.002079735316053934
1747503144.806534257,-0.05932490897364915,1.0777875865995885,9.804389011859895,0.00033246012944171204,-0.003023482364303431,0.0022076731587024204
1747503144.816590342,-0.05378175310324878,1.0860804732888938,9.845080955028534,-0.00010319742722198918,-0.0030236961453987475,0.002207188640234567
1747503144.826654593,-0.053319178959354764,1.077646887972951,9.819677141904831,0.0004420923481271657,-0.0037615059399794606,0.002597838741966638
1747503144.836589344,-0.05759236983954907,1.073643007054925,9.784292131662369,0.0004400184504394153,-0.004107438602161794,0.0022514072572285652
1747503144.846525845,-0.04843899227678776,1.07579061627388,9.804874915480614,0.00033208802810092775,-0.0032415396016753266,0.002194606764529894
1747503144.856533804,-0.047213498102501035,1.0951462887972594,9.846970775127412,0.0007621613988910317,-0.004484623875855128,0.0013606191438201658
1747503144.866503847,-0.05344331808853895,1.0920567662268879,9.792577636241914,0.0017483209129645727,-0.00419698193225488,0.0025731597690994705
1747503144.876516473,-0.06943349773529918,1.0762684799730777,9.794762156009675,0.0021833398246134473,-0.0039912748443639,0.002368822752753661
1747503144.886482140,-0.056719508450478316,1.0714416034519674,9.79817868411541,0.0009885788554837424,-0.0023501405736770253,0.002574430492252413
1747503144.896489808,-0.029909869367256762,1.0843181955814363,9.780465713739396,0.00022405089401588034,-0.003017254104363468,0.0023164960585971327
1747503144.906482892,-0.056329499166458845,1.0935131614655256,9.83539796590805,0.00022035481523396654,-0.0040236455153989485,0.0018219220770341986
1747503144.916542185,-0.05884497134014965,1.0855644565075637,9.80087892830372,0.0004452567049512019,-0.0039355892902973744,0.0033473810095059117
1747503144.926530894,-0.05956046496983618,1.0902245412021876,9.795124683380127,0.001529720900475978,-0.0037798175131426824,0.0022722178845826627
1747503144.936481395,-0.061483860877342526,1.0751849909126758,9.811100445985794,0.0010971742553624836,-0.00224734021493104,0.0024721406594068007
1747503144.946487896,-0.039161968943662945,1.0802258755266667,9.795673152208328,-9.960775947569674e-05,-0.002658914856571648,0.002880451888414761
1747503144.956543689,-0.04329659908544273,1.110072256922722,9.829104022979736,0.0005457419795821017,-0.0051074946026353285,0.0018658984347942704
1747503144.966462982,-0.07309284974355251,1.097709561958909,9.820749521255493,0.001855665290320506,-0.0045365830849901445,0.0023357940936758496
1747503144.976398899,-0.058497486845590176,1.0912255845218897,9.795242212414742,0.0007696600568910299,-0.003857809902156199,0.0028095569277360355
1747503144.986440692,-0.07393711916171014,1.0841860485076904,9.810936723947526,0.0009875945391814302,-0.0032160936696231353,0.0026311100503898645
1747503144.996435235,-0.06669418683741242,1.087590516731143,9.853431948423387,0.00022538036145702768,-0.003107437737445203,0.0026367950150644782
1747503145.006444944,-0.053335555731318894,1.09368638522923,9.803654601573944,0.00011170633581091603,-0.0044472527557694016,0.002013556673225603
1747503145.016420237,-0.07881267375312746,1.1186358696967365,9.802698581814766,0.002730038422582227,-0.0033242695045967424,0.0026265147971378518
1747503145.026434321,-0.05510987961664796,1.0809910567849874,9.825759415626527,0.0029466707127263356,-0.003445755943534242,0.0024023359302993265
